Block Address with Zip,Crime Count,SafetyScore,ZipCode,block,street,lat,lng
"300 BLOCK  ALLSTON ST, 02135",17,37.156270959087855,2135,300,ALLSTON ST,42.3442087,-71.1405901
"300 BLOCK  AMORY ST, 02130",8,56.87458081824279,2130,300,AMORY ST,42.3141338,-71.10469719999999
"300 BLOCK  ARBORWAY, 02130",8,56.87458081824279,2130,300,ARBORWAY,42.304166,-71.1185156
"300 BLOCK  ASHMONT ST, 02124",26,26.86116700201208,2124,300,ASHMONT ST,42.28722800000001,-71.0597481
"300 BLOCK  ATHENS ST, 02127",6,64.738430583501,2127,300,ATHENS ST,42.3378143,-71.0481741
"300 BLOCK  BAKER ST, 02132",11,48.52448021462106,2132,300,BAKER ST,42.2794368,-71.16752129999999
"300 BLOCK  BEACON ST, 02116",59,10.680751173708924,2116,300,BEACON ST,42.3530429,-71.08229
"300 BLOCK  BEECH ST, 02131",22,31.15358819584172,2131,300,BEECH ST,42.2802455,-71.1396366
"300 BLOCK  BELGRADE AVE, 02131",24,29.10798122065728,2131,300,BELGRADE AVE,42.2859009,-71.1438072
"300 BLOCK  BENNINGTON ST, 02128",27,25.93896713615024,2128,300,BENNINGTON ST,42.3791977,-71.02829129999999
"300 BLOCK  BERKELEY ST, 02116",7,60.39570757880617,2116,300,BERKELEY ST,42.354185,-71.07481899999999
"300 BLOCK  BLUE HILL AVE, 02121",121,3.521126760563376,2121,300,BLUE HILL AVE,42.3140368,-71.0787156
"300 BLOCK  BLUE HILL AVE, 02125",2,100.0,2125,300,BLUE HILL AVE,42.3140368,-71.0787156
"300 BLOCK  BLUE LEDGE DR, 02131",44,15.912139503688804,2131,300,BLUE LEDGE DR,42.2726418,-71.1376664
"300 BLOCK  BLUE LEDGE DRIVE, 02131",6,64.738430583501,2131,300,BLUE LEDGE DRIVE,42.2726418,-71.1376664
"300 BLOCK  BORDER ST, 02128",65,9.289067739771962,2128,300,BORDER ST,42.3780838,-71.04083840000001
"300 BLOCK  BOWDOIN ST, 02122",148,2.3306505700871893,2122,300,BOWDOIN ST,42.3077645,-71.0656229
"300 BLOCK  BOWDOIN ST, 02125",22,31.15358819584172,2125,300,BOWDOIN ST,42.3077645,-71.0656229
"300 BLOCK  BOYLSTON ST, 02116",58,10.982562038900069,2116,300,BOYLSTON ST,42.3518637,-71.06982479999999
"300 BLOCK  BRANDYWYNE DR, 02128",7,60.39570757880617,2128,300,BRANDYWYNE DR,42.3871269,-71.0110168
"300 BLOCK  BREMEN ST, 02128",33,21.5962441314554,2128,300,BREMEN ST,42.3761128,-71.0307334
"300 BLOCK  BROOKLINE AVE, 02115",61,10.278336686787393,2115,300,BROOKLINE AVE,42.3409329,-71.1044197
"300 BLOCK  BROOKLINE AVE, 02215",7,60.39570757880617,2215,300,BROOKLINE AVE,42.3409329,-71.1044197
"300 BLOCK  BUNKER HILL ST, 02129",13,44.26559356136821,2129,300,BUNKER HILL ST,42.3804574,-71.0660418
"300 BLOCK  C ST, 02127",7,60.39570757880617,2127,300,C ST,42.34131259999999,-71.0509672
"300 BLOCK  CAMBRIDGE ST, 02114",21,32.14285714285714,2114,300,CAMBRIDGE ST,42.3609394,-71.0684871
"300 BLOCK  CAMBRIDGE ST, 02134",37,19.19852448021462,2134,300,CAMBRIDGE ST,42.3568459,-71.1291901
"300 BLOCK  CENTRE ST, 02119",2,100.0,2119,300,CENTRE ST,42.3227691,-71.1030578
"300 BLOCK  CENTRE ST, 02122",125,3.3031522468142227,2122,300,CENTRE ST,42.2941445,-71.0601677
"300 BLOCK  CENTRE ST, 02130",256,0.9557344064386352,2130,300,CENTRE ST,42.3227691,-71.1030578
"300 BLOCK  CHELSEA ST, 02128",70,8.534540576794104,2128,300,CHELSEA ST,42.3766392,-71.0312017
"300 BLOCK  CHESTNUT AVE, 02130",7,60.39570757880617,2130,300,CHESTNUT AVE,42.312267,-71.1103712
"300 BLOCK  CHESTNUT HILL AVE, 02135",54,12.173038229376251,2135,300,CHESTNUT HILL AVE,42.3382519,-71.1526473
"300 BLOCK  CHESTNUT HILL AVE, 02467",21,32.14285714285714,2467,300,CHESTNUT HILL AVE,42.3382519,-71.1526473
"300 BLOCK  COLUMBIA RD, 02121",9,53.923541247484906,2121,300,COLUMBIA RD,42.309496,-71.073475
"300 BLOCK  COLUMBIA RD, 02125",84,6.455399061032862,2125,300,COLUMBIA RD,42.309496,-71.073475
"300 BLOCK  COLUMBIA ROAD, 02125",5,70.03688799463448,2125,300,COLUMBIA ROAD,42.309496,-71.073475
"300 BLOCK  COLUMBIA, 02125",3,84.40643863179075,2125,300,COLUMBIA,42.3157363,-71.0527482
"300 BLOCK  COLUMBUS AVE, 02116",49,14.000670690811534,2116,300,COLUMBUS AVE,42.3464787,-71.0741279
"300 BLOCK  COMMERCIAL ST, 02109",51,13.363514419852452,2109,300,COMMERCIAL ST,42.3650294,-71.0515875
"300 BLOCK  COMMONWEALTH AVE, 02115",70,8.534540576794104,2115,300,COMMONWEALTH AVE,42.3495486,-71.08522049999999
"300 BLOCK  COMMONWEALTH AVE, 02215",78,7.176391683433936,2215,300,COMMONWEALTH AVE,42.3495486,-71.08522049999999
"300 BLOCK  CONDOR ST, 02128",9,53.923541247484906,2128,300,CONDOR ST,42.3828086,-71.02953049999999
"300 BLOCK  CONGRESS ST, 02210",146,2.448021462105965,2210,300,CONGRESS ST,42.3515373,-71.04984639999999
"300 BLOCK  COREY ST, 02132",2,100.0,2132,300,COREY ST,42.292633,-71.1621
"300 BLOCK  CORNELL ST, 02131",5,70.03688799463448,2131,300,CORNELL ST,42.2813688,-71.13852709999999
"300 BLOCK  CUMMINS HIGHWAY, 02131",2,100.0,2131,300,CUMMINS HIGHWAY,42.2796384,-71.117758
"300 BLOCK  CUMMINS HWY, 02131",37,19.19852448021462,2131,300,CUMMINS HWY,42.2796384,-71.117758
"300 BLOCK  D ST, 02127",27,25.93896713615024,2127,300,D ST,42.3423191,-71.0467211
"300 BLOCK  D ST, 02210",11,48.52448021462106,2210,300,D ST,42.3423191,-71.0467211
"300 BLOCK  DACIA ST, 02125",5,70.03688799463448,2125,300,DACIA ST,42.3184339,-71.076039
"300 BLOCK  DARTMOUTH ST, 02116",3,84.40643863179075,2116,300,DARTMOUTH ST,42.3515883,-71.0783811
"300 BLOCK  DISTRICT AVE, 02125",8,56.87458081824279,2125,300,DISTRICT AVE,42.3251558,-71.0621559
"300 BLOCK  DORCHESTER AVE, 02127",22,31.15358819584172,2127,300,DORCHESTER AVE,42.3379632,-71.0571561
"300 BLOCK  DORCHESTER ST, 02127",147,2.364185110663985,2127,300,DORCHESTER ST,42.3315954,-71.0530586
"300 BLOCK  DUDLEY ST, 02119",85,6.338028169014088,2119,300,DUDLEY ST,42.3279977,-71.07758559999999
"300 BLOCK  E EAGLE ST, 02128",350,0.5868544600938996,2128,300,E EAGLE ST,42.3814317,-71.0283541
"300 BLOCK  E EIGHTH ST, 02127",25,27.90073775989269,2127,300,E EIGHTH ST,42.33146,-71.048655
"300 BLOCK  E FIFTH ST, 02127",2,100.0,2127,300,E FIFTH ST,42.3337985,-71.0441548
"300 BLOCK  E ST, 02127",25,27.90073775989269,2127,300,E ST,42.3371149,-71.0501148
"300 BLOCK  EAST EAGLE ST, 02128",6,64.738430583501,2128,300,EAST EAGLE ST,42.3814317,-71.0283541
"300 BLOCK  EAST EIGHTH ST, 02127",3,84.40643863179075,2127,300,EAST EIGHTH ST,42.33146,-71.048655
"300 BLOCK  EMERSON ST, 02127",5,70.03688799463448,2127,300,EMERSON ST,42.3346637,-71.0342761
"300 BLOCK  EUSTIS ST, 02119",5,70.03688799463448,2119,300,EUSTIS ST,42.326114,-71.0733851
"300 BLOCK  FANEUIL HALL MARKETPLACE, 02109",2,100.0,2109,300,FANEUIL HALL MARKETPLACE,42.360189,-71.0551145
"300 BLOCK  FANEUIL ST, 02135",15,39.87256874580818,2135,300,FANEUIL ST,42.3522362,-71.1624938
"300 BLOCK  FIRST AVE, 02129",14,42.25352112676056,2129,300,FIRST AVE,42.3786144,-71.04901389999999
"300 BLOCK  FOREST HILLS ST, 02130",3,84.40643863179075,2130,300,FOREST HILLS ST,42.3022699,-71.10491929999999
"300 BLOCK  FOSTER ST, 02135",7,60.39570757880617,2135,300,FOSTER ST,42.3405196,-71.15924749999999
"300 BLOCK  FREEPORT ST, 02122",13,44.26559356136821,2122,300,FREEPORT ST,42.3024261,-71.0515889
"300 BLOCK  FREEPORT ST, 02125",2,100.0,2125,300,FREEPORT ST,42.3024261,-71.0515889
"300 BLOCK  FULLER ST, 02124",42,16.834339369550634,2124,300,FULLER ST,42.2800593,-71.0794252
"300 BLOCK  GALLIVAN BLVD, 02124",10,50.93896713615024,2124,300,GALLIVAN BLVD,42.2799837,-71.0656475
"300 BLOCK  GARDNER ST, 02132",13,44.26559356136821,2132,300,GARDNER ST,42.2824427,-71.1809746
"300 BLOCK  GENEVA AVE, 02121",4,75.85513078470825,2121,300,GENEVA AVE,42.303981,-71.07204159999999
"300 BLOCK  GENEVA AVE, 02122",75,7.629107981220661,2122,300,GENEVA AVE,42.303981,-71.07204159999999
"300 BLOCK  GENEVA AVE, 02124",10,50.93896713615024,2124,300,GENEVA AVE,42.303981,-71.07204159999999
"300 BLOCK  GEORGETOWNE DR, 02136",20,33.433936955063714,2136,300,GEORGETOWNE DR,42.26005929999999,-71.1459884
"300 BLOCK  GROVE ST, 02132",10,50.93896713615024,2132,300,GROVE ST,42.2605945,-71.1568842
"300 BLOCK  GUEST ST, 02134",2,100.0,2134,300,GUEST ST,42.3561491,-71.13938130000001
"300 BLOCK  GUEST ST, 02135",2,100.0,2135,300,GUEST ST,42.3561491,-71.13938130000001
"300 BLOCK  HANCOCK ST, 02125",2,100.0,2125,300,HANCOCK ST,42.3080045,-71.0583456
"300 BLOCK  HANOVER ST, 02113",88,5.98591549295775,2113,300,HANOVER ST,42.3642663,-71.0543964
"300 BLOCK  HARRISON AVE, 02118",334,0.6203890006706958,2118,300,HARRISON AVE,42.3461643,-71.0629436
"300 BLOCK  HARRISON, 02118",2,100.0,2118,300,HARRISON,42.3377967,-71.0705763
"300 BLOCK  HARVARD ST, 02124",38,18.661971830985912,2124,300,HARVARD ST,42.2941308,-71.088548
"300 BLOCK  HASTINGS ST, 02132",2,100.0,2132,300,HASTINGS ST,42.2865616,-71.1570944
"300 BLOCK  HIGHCREST RD, 02131",2,100.0,2131,300,HIGHCREST RD,42.2729527,-71.13789299999999
"300 BLOCK  HIGHLAND ST, 02119",4,75.85513078470825,2119,300,HIGHLAND ST,42.3243189,-71.0974006
"300 BLOCK  HUNTINGTON AVE, 02115",146,2.448021462105965,2115,300,HUNTINGTON AVE,42.3428657,-71.0853789
"300 BLOCK  HUNTINGTON AVE, 02136",18,35.798122065727696,2136,300,HUNTINGTON AVE,42.2677126,-71.1170854
"300 BLOCK  HYDE PARK AVE, 02130",20,33.433936955063714,2130,300,HYDE PARK AVE,42.2913939,-71.11756989999999
"300 BLOCK  HYDE PARK AVE, 02131",26,26.86116700201208,2131,300,HYDE PARK AVE,42.2913939,-71.11756989999999
"300 BLOCK  JAMAICAWAY, 02130",5,70.03688799463448,2130,300,JAMAICAWAY,42.3216589,-71.1167644
"300 BLOCK  K ST, 02127",25,27.90073775989269,2127,300,K ST,42.3333829,-71.0370897
"300 BLOCK  KITTREDGE ST, 02131",13,44.26559356136821,2131,300,KITTREDGE ST,42.2775183,-71.1337372
"300 BLOCK  LAGRANGE ST, 02132",20,33.433936955063714,2132,300,LAGRANGE ST,42.278118,-71.1548347
"300 BLOCK  LAMARTINE ST, 02130",14,42.25352112676056,2130,300,LAMARTINE ST,42.3125098,-71.10776419999999
"300 BLOCK  LEXINGTON ST, 02128",8,56.87458081824279,2128,300,LEXINGTON ST,42.3810903,-71.02885119999999
"300 BLOCK  LONGWOOD AVE, 02115",148,2.3306505700871893,2115,300,LONGWOOD AVE,42.3374934,-71.1052321
"300 BLOCK  LONGWOOD AVE, 02215",69,8.702213279678073,2215,300,LONGWOOD AVE,42.3374934,-71.1052321
"300 BLOCK  M.L.K. JR BLVD, 02119",2,100.0,2119,300,M.L.K. JR BLVD,42.3191438,-71.0822756
"300 BLOCK  MAIN ST, 02129",9,53.923541247484906,2129,300,MAIN ST,42.3779308,-71.0677022
"300 BLOCK  MARGINAL ST, 02128",4,75.85513078470825,2128,300,MARGINAL ST,42.3641119,-71.0303297
"300 BLOCK  MARKET ST, 02135",99,4.862508383635145,2135,300,MARKET ST,42.3523338,-71.1511793
"300 BLOCK  MARLBOROUGH ST, 02115",20,33.433936955063714,2115,300,MARLBOROUGH ST,42.3511655,-71.0839701
"300 BLOCK  MARLBOROUGH ST, 02116",14,42.25352112676056,2116,300,MARLBOROUGH ST,42.3511655,-71.0839701
"300 BLOCK  MARTIN LUTHER KING JR BLVD, 02119",108,4.325955734406439,2119,300,MARTIN LUTHER KING JR BLVD,42.3191438,-71.0822756
"300 BLOCK  MARTIN LUTHER KING JR BOULEVARD, 02119",5,70.03688799463448,2119,300,MARTIN LUTHER KING JR BOULEVARD,42.3191438,-71.0822756
"300 BLOCK  MASSACHUSETTS AVE, 02115",180,1.794097920858484,2115,300,MASSACHUSETTS AVE,42.3432417,-71.0852932
"300 BLOCK  MASSACHUSETTS AVE, 02118",14,42.25352112676056,2118,300,MASSACHUSETTS AVE,42.3432417,-71.0852932
"300 BLOCK  MAVERICK ST, 02128",25,27.90073775989269,2128,300,MAVERICK ST,42.3674004,-71.0322446
"300 BLOCK  MCGREEVEY WAY, 02120",2,100.0,2120,300,MCGREEVEY WAY,42.3346735,-71.0970907
"300 BLOCK  MEDFORD ST, 02129",5,70.03688799463448,2129,300,MEDFORD ST,42.3810926,-71.0626863
"300 BLOCK  MERIDIAN ST, 02128",96,5.181086519114686,2128,300,MERIDIAN ST,42.37703640000001,-71.0393572
"300 BLOCK  METROPOLITAN AVE, 02131",8,56.87458081824279,2131,300,METROPOLITAN AVE,42.2752303,-71.124599
"300 BLOCK  MOUNT AUBURN ST, 02138",2,100.0,2138,300,MOUNT AUBURN ST,42.3744168,-71.1335029
"300 BLOCK  MOUNT VERNON ST, 02125",103,4.577464788732399,2125,300,MOUNT VERNON ST,42.3187348,-71.0448313
"300 BLOCK  N BEACON ST, 02135",4,75.85513078470825,2135,300,N BEACON ST,42.3571388,-71.15433949999999
"300 BLOCK  N HARVARD ST, 02134",16,38.43058350100603,2134,300,N HARVARD ST,42.3601136,-71.12809440000001
"300 BLOCK  NEPONSET AVE, 02122",87,6.120053655264924,2122,300,NEPONSET AVE,42.2890375,-71.0472991
"300 BLOCK  NEPONSET VALLEY PKWY, 02136",2,100.0,2136,300,NEPONSET VALLEY PKWY,42.2358932,-71.1258697
"300 BLOCK  NEWBURY ST, 02115",392,0.435949027498328,2115,300,NEWBURY ST,42.3487696,-71.0849288
"300 BLOCK  NEWBURY ST, 02215",3,84.40643863179075,2215,300,NEWBURY ST,42.3487696,-71.0849288
"300 BLOCK  NORFOLK AVE, 02125",7,60.39570757880617,2125,300,NORFOLK AVE,42.3229253,-71.0670057
"300 BLOCK  NORFOLK ST, 02124",56,11.45204560697518,2124,300,NORFOLK ST,42.2834169,-71.08289359999999
"300 BLOCK  NORTH ST, 02109",10,50.93896713615024,2109,300,NORTH ST,42.3643653,-71.0519357
"300 BLOCK  NORTH ST, 02113",9,53.923541247484906,2113,300,NORTH ST,42.3643653,-71.0519357
"300 BLOCK  NORTHAMPTON ST, 02118",6,64.738430583501,2118,300,NORTHAMPTON ST,42.3398977,-71.0823473
"300 BLOCK  NORTHERN AVE, 02210",14,42.25352112676056,2210,300,NORTHERN AVE,42.3480259,-71.03582469999999
"300 BLOCK  NORWELL ST, 02124",5,70.03688799463448,2124,300,NORWELL ST,42.2921618,-71.0770287
"300 BLOCK  OLD COLONY AVE, 02127",81,6.706908115358823,2127,300,OLD COLONY AVE,42.3297101,-71.05245120000001
"300 BLOCK  PARIS ST, 02128",6,64.738430583501,2128,300,PARIS ST,42.376865,-71.03269399999999
"300 BLOCK  PARK ST, 02124",33,21.5962441314554,2124,300,PARK ST,42.2968061,-71.0668286
"300 BLOCK  PARK ST, 02132",3,84.40643863179075,2132,300,PARK ST,42.2806237,-71.1474858
"300 BLOCK  PERKINS ST, 02130",5,70.03688799463448,2130,300,PERKINS ST,42.3191253,-71.124241
"300 BLOCK  PIER 4 BLVD, 02210",7,60.39570757880617,2210,300,PIER 4 BLVD,42.3525698,-71.0423642
"300 BLOCK  POND ST, 02130",3,84.40643863179075,2130,300,POND ST,42.31166289999999,-71.127152
"300 BLOCK  POPLAR ST, 02131",7,60.39570757880617,2131,300,POPLAR ST,42.2757367,-71.125959
"300 BLOCK  PRINCETON ST, 02128",51,13.363514419852452,2128,300,PRINCETON ST,42.3803788,-71.02898909999999
"300 BLOCK  QUINCY ST, 02125",25,27.90073775989269,2125,300,QUINCY ST,42.3113444,-71.0702477
"300 BLOCK  REXFORD ST, 02126",2,100.0,2126,300,REXFORD ST,42.270175,-71.0950173
"300 BLOCK  RIVER ST, 02126",16,38.43058350100603,2126,300,RIVER ST,42.2710363,-71.0840991
"300 BLOCK  RIVERWAY, 02115",23,30.14755197853789,2115,300,RIVERWAY,42.3393008,-71.1103825
"300 BLOCK  RUGGLES ST, 02120",5,70.03688799463448,2120,300,RUGGLES ST,42.3364358,-71.0928018
"300 BLOCK  RUTHERFORD AVE, 02129",30,23.725687458081826,2129,300,RUTHERFORD AVE,42.3758561,-71.0689999
"300 BLOCK  S HUNTINGTON AVE, 02130",31,22.98792756539235,2130,300,S HUNTINGTON AVE,42.3240144,-71.11200389999999
"300 BLOCK  SAN JUAN ST, 02118",4,75.85513078470825,2118,300,SAN JUAN ST,42.3411215,-71.0741169
"300 BLOCK  SARATOGA ST, 02128",47,14.604292421193833,2128,300,SARATOGA ST,42.3784484,-71.0318955
"300 BLOCK  SAVIN HILL AVE, 02125",20,33.433936955063714,2125,300,SAVIN HILL AVE,42.3121428,-71.0474093
"300 BLOCK  SEAVER ST, 02121",55,11.753856472166335,2121,300,SEAVER ST,42.3057693,-71.08510749999999
"300 BLOCK  SHAWMUT AVE, 02118",108,4.325955734406439,2118,300,SHAWMUT AVE,42.3423696,-71.0699173
"300 BLOCK  SILVER ST, 02127",4,75.85513078470825,2127,300,SILVER ST,42.3359381,-71.0471523
"300 BLOCK  SOUTH ST, 02130",5,70.03688799463448,2130,300,SOUTH ST,42.2956013,-71.1221285
"300 BLOCK  SPRING ST, 02132",5,70.03688799463448,2132,300,SPRING ST,42.2723851,-71.1712347
"300 BLOCK  STUART ST, 02116",29,24.463447350771293,2116,300,STUART ST,42.3501246,-71.0700316
"300 BLOCK  SUMMER ST, 02210",10,50.93896713615024,2210,300,SUMMER ST,42.3499366,-71.0492904
"300 BLOCK  SUMMIT AVE, 02135",13,44.26559356136821,2135,300,SUMMIT AVE,42.3445303,-71.13927869999999
"300 BLOCK  SUMNER ST, 02128",35,20.35546613011402,2128,300,SUMNER ST,42.36771969999999,-71.036614
"300 BLOCK  TALBOT AVE, 02124",117,3.7223340040241415,2124,300,TALBOT AVE,42.2909891,-71.07417350000001
"300 BLOCK  TREMONT ST, 02116",42,16.834339369550634,2116,300,TREMONT ST,42.34867089999999,-71.06581249999999
"300 BLOCK  VERMONT ST, 02132",2,100.0,2132,300,VERMONT ST,42.2861282,-71.16701479999999
"300 BLOCK  VICTORY RD, 02171",3,84.40643863179075,2171,300,VICTORY RD,42.2977954,-71.0295273
"300 BLOCK  W BROADWAY, 02127",97,5.063715627095911,2127,300,W BROADWAY,42.3388186,-71.0508296
"300 BLOCK  W FIRST ST, 02127",11,48.52448021462106,2127,300,W FIRST ST,42.3389831,-71.04464229999999
"300 BLOCK  W FOURTH ST, 02127",36,19.634473507712947,2127,300,W FOURTH ST,42.33811130000001,-71.0516506
"300 BLOCK  W SECOND ST, 02127",29,24.463447350771293,2127,300,W SECOND ST,42.339775,-71.0476178
"300 BLOCK  W THIRD ST, 02127",25,27.90073775989269,2127,300,W THIRD ST,42.3373136,-71.0462429
"300 BLOCK  WALK HILL ST, 02126",2,100.0,2126,300,WALK HILL ST,42.2874112,-71.1063121
"300 BLOCK  WALK HILL ST, 02131",7,60.39570757880617,2131,300,WALK HILL ST,42.2874112,-71.1063121
"300 BLOCK  WALNUT AVE, 02119",19,34.607645875251514,2119,300,WALNUT AVE,42.31636450000001,-71.09233019999999
"300 BLOCK  WALNUT AVE, 02121",35,20.35546613011402,2121,300,WALNUT AVE,42.31636450000001,-71.09233019999999
"300 BLOCK  WARREN ST, 02119",209,1.3078470824949728,2119,300,WARREN ST,42.3205042,-71.0814218
"300 BLOCK  WASHINGTON ST, 02108",443,0.3185781354795414,2108,300,WASHINGTON ST,42.3571784,-71.0584652
"300 BLOCK  WASHINGTON ST, 02110",13,44.26559356136821,2110,300,WASHINGTON ST,42.3571784,-71.0584652
"300 BLOCK  WASHINGTON ST, 02121",52,12.826961770623749,2121,300,WASHINGTON ST,42.3006465,-71.07500999999999
"300 BLOCK  WASHINGTON ST, 02124",41,17.253521126760564,2124,300,WASHINGTON ST,42.3006465,-71.07500999999999
"300 BLOCK  WASHINGTON ST, 02135",356,0.5365526492287054,2135,300,WASHINGTON ST,42.3491242,-71.1552871
"300 BLOCK  WASHINGTON, 02121",2,100.0,2121,300,WASHINGTON,,
"300 BLOCK  WEST ST, 02136",11,48.52448021462106,2136,300,WEST ST,42.2656469,-71.1288789
"300 BLOCK  WESTERN AVE, 02134",57,11.200536552649233,2134,300,WESTERN AVE,42.3629314,-71.1350587
"300 BLOCK  WESTERN AVE, 02135",15,39.87256874580818,2135,300,WESTERN AVE,42.3629314,-71.1350587
"300 BLOCK  WILLIAM F MCCLELLAN HWY, 02128",15,39.87256874580818,2128,300,WILLIAM F MCCLELLAN HWY,42.389512,-71.0160597
"300 BLOCK  WINTER ST, 02451",2,100.0,2451,300,WINTER ST,42.39813849999999,-71.2550272
"300 BLOCK  WOOD AVE, 02126",2,100.0,2126,300,WOOD AVE,42.2638666,-71.10892439999999
"300 BLOCK  WOOD AVE, 02136",33,21.5962441314554,2136,300,WOOD AVE,42.2638666,-71.10892439999999
"300-300 BLOCK  MARTIN LUTHER KING JR BLVD, 02119",8,56.87458081824279,2119,300,MARTIN LUTHER KING JR BLVD,42.3191438,-71.0822756
"3000 BLOCK  WASHINGTON ST, 02119",241,1.0731052984574108,2119,3000,WASHINGTON ST,42.317267,-71.0968563
"301-300 BLOCK  BENNINGTON ST, 02128",2,100.0,2128,300,BENNINGTON ST,42.3787903,-71.02802439999999
"3100 BLOCK  CENTRE ST, 02130",2,100.0,2130,3100,CENTRE ST,30.6471725,76.814135
"3100 BLOCK  WASHINGTON ST, 02119",98,4.946344735077124,2119,3100,WASHINGTON ST,42.3150231,-71.098849
"3100 BLOCK  WASHINGTON ST, 02130",95,5.298457411133473,2130,3100,WASHINGTON ST,42.3150231,-71.098849
"315-300 BLOCK  WASHINGTON ST, 02108",4,75.85513078470825,2108,300,WASHINGTON ST,42.3570387,-71.0589067
"3200 BLOCK  WASHINGTON ST, 02130",60,10.46277665995976,2130,3200,WASHINGTON ST,42.3126459,-71.1009545
"3300 BLOCK  BLUE LEDGE DR, 02131",2,100.0,2131,3300,BLUE LEDGE DR,42.2738773,-71.1385531
"3300 BLOCK  WASHINGTON ST, 02130",436,0.3521126760563375,2130,3300,WASHINGTON ST,42.3102506,-71.10329159999999
"3400 BLOCK  WASHINGTON ST, 02130",65,9.289067739771962,2130,3400,WASHINGTON ST,42.30821770000001,-71.10544279999999
"35-00 BLOCK  BROWNING AVE, 02124",2,100.0,2124,0,BROWNING AVE,42.2941566,-71.0823132
"35-00 BLOCK  LEWIS ST, 02128",7,60.39570757880617,2128,0,LEWIS ST,42.36710859999999,-71.0414905
"3500 BLOCK  CENTRE ST, 02130",2,100.0,2130,3500,CENTRE ST,30.6471725,76.814135
"3500 BLOCK  DACIA ST, 02125",2,100.0,2125,3500,DACIA ST,42.3163778,-71.076859
"3500 BLOCK  WASHINGTON ST, 02130",62,10.060362173038229,2130,3500,WASHINGTON ST,42.3061278,-71.1076016
"354-300 BLOCK  BENNINGTON ST, 02128",2,100.0,2128,400,BENNINGTON ST,42.3797206,-71.0267389
"3600 BLOCK  BLUE HILL AVE, 02121",2,100.0,2121,3600,BLUE HILL AVE,42.3075821,-71.0837385
"3600 BLOCK  WAHINGTON ST, 02130",4,75.85513078470825,2130,3600,WAHINGTON ST,42.30377900000001,-71.1090801
"3600 BLOCK  WASHINGTON ST, 02130",115,3.9235412474849074,2130,3600,WASHINGTON ST,42.30377900000001,-71.1090801
"37-00 BLOCK  HIGH VIEW AVE, 02132",2,100.0,2132,0,HIGH VIEW AVE,42.2678549,-71.1523479
"3700 BLOCK  WASHINGTON ST, 02130",62,10.060362173038229,2130,3700,WASHINGTON ST,42.3005346,-71.1128112
"3800 BLOCK  WASHINGTON ST, 02131",35,20.35546613011402,2131,3800,WASHINGTON ST,42.2982783,-71.11585889999999
"388-400 BLOCK  DORCHESTER ST, 02127",3,84.40643863179075,2127,400,DORCHESTER ST,42.3298259,-71.0563197
"389-300 BLOCK  CHELSEA ST, 02128",2,100.0,2128,400,CHELSEA ST,42.3795089,-71.02735129999999
"39-00 BLOCK  WARREN ST, 02119",2,100.0,2119,0,WARREN ST,42.3293319,-71.0834899
"39-300 BLOCK  EDGEWOOD ST, 02119",2,100.0,2119,0,EDGEWOOD ST,42.3175888,-71.0795586
"3900 BLOCK  WASHINGTON ST, 02131",63,9.741784037558688,2131,3900,WASHINGTON ST,42.29531799999999,-71.1185239
"400 BLOCK  ADAMS ST, 02122",30,23.725687458081826,2122,400,ADAMS ST,42.2956876,-71.0560897
"400 BLOCK  ALBANY ST, 02118",11,48.52448021462106,2118,400,ALBANY ST,42.3398545,-71.064325
"400 BLOCK  AMERICAN LEGION HWY, 02126",4,75.85513078470825,2126,400,AMERICAN LEGION HWY,42.2912644,-71.0971012
"400 BLOCK  AMERICAN LEGION HWY, 02131",14,42.25352112676056,2131,400,AMERICAN LEGION HWY,42.2912644,-71.0971012
"400 BLOCK  ARBORWAY, 02130",33,21.5962441314554,2130,400,ARBORWAY,42.3018684,-71.1144577
"400 BLOCK  ASHMONT ST, 02122",11,48.52448021462106,2122,400,ASHMONT ST,42.2880077,-71.05661409999999
"400 BLOCK  ASHMONT ST, 02124",8,56.87458081824279,2124,400,ASHMONT ST,42.2880077,-71.05661409999999
"400 BLOCK  ASHMONT, 02124",3,84.40643863179075,2124,400,ASHMONT,42.2880077,-71.05661409999999
"400 BLOCK  ASSEMBLY ROW, 02145",2,100.0,2145,400,ASSEMBLY ROW,42.3933632,-71.0791122
"400 BLOCK  ATLANTIC AVE, 02110",9,53.923541247484906,2110,400,ATLANTIC AVE,42.3556639,-71.0504268
"400 BLOCK  ATLANTIC AVE, 02210",13,44.26559356136821,2210,400,ATLANTIC AVE,42.3556639,-71.0504268
"400 BLOCK  BAKER ST, 02132",8,56.87458081824279,2132,400,BAKER ST,42.2828094,-71.1692513
"400 BLOCK  BEACON ST, 02115",56,11.45204560697518,2115,400,BEACON ST,42.3521819,-71.08548139999999
"400 BLOCK  BEACON ST, 02215",8,56.87458081824279,2215,400,BEACON ST,42.3521819,-71.08548139999999
"400 BLOCK  BEECH ST, 02131",18,35.798122065727696,2131,400,BEECH ST,42.2777957,-71.1356459
"400 BLOCK  BELGRADE AVE, 02132",15,39.87256874580818,2132,400,BELGRADE AVE,42.2857486,-71.1481606
"400 BLOCK  BENNINGTON ST, 02128",16,38.43058350100603,2128,400,BENNINGTON ST,42.3804413,-71.0244252
